_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779389807.0730536,23.072918854,1,,,,,,,6e-07,3.012848138809204,1,1,88451.67927255138,3.391754627227783,216395.97995448112,5744.936002330094,3.2947735007956877e-06,10.931297302246094,10.927598190307616,55692.35650113993,1,10.927598190307616,55692.35650113993
1,1779389890.157473,106.157133755,500,,,,,,,0.0003,0.9635570049285889,1,1,88194.3114823223,3.6308188438415527,50767.0902566719,24487.932038543786,0.001647386750397844,6.2845964431762695,6.010662424564361,407.7533366576874,500,6.010662424564361,407.7533366576874
2,1779389973.4369867,189.436687611,1000,,,,,,,0.000298747619491258,0.8564042448997498,1,1,88053.31310955087,3.6308188438415527,50653.21921495056,24542.98216909911,0.003294773500795688,5.658095359802246,5.461193084716797,235.37808290061966,1000,5.461193084716797,235.37808290061966
3,1779390056.6338298,272.633379222,1500,,,,,,,0.00029500377892902453,1.208361268043518,1,1,88154.40615291653,3.6308188438415527,50616.12539110995,24560.96839483388,0.004942160251193531,4.884884357452393,5.22241302728653,185.38097414458426,1500,5.22241302728653,185.38097414458426
4,1779390140.0218298,356.021431033,2000,,,,,,,0.0002888382139419393,1.047177791595459,1,1,88167.70198575787,3.6308188438415527,50596.59423845112,24570.449349637027,0.006589547001591376,5.090920925140381,4.970011150836944,144.02849340021052,2000,4.970011150836944,144.02849340021052
5,1779390224.8278987,440.827736018,2500,,,,,,,0.0002803657773400148,1.0389621257781982,1,1,88363.4970547965,3.6308188438415527,50784.014262240795,24479.771322928616,0.00823693375198922,4.8117265701293945,4.630186748504639,102.53321024637104,2500,4.630186748504639,102.53321024637104
6,1779390306.5546138,522.554141082,3000,,,,,,,0.0002697442945866792,1.2109225988388062,1,1,88397.7404517529,3.6308188438415527,50752.32694710533,24495.05531629432,0.009884320502387063,4.5530619621276855,4.630186748504639,102.53321024637104,2500,4.633176159858704,102.84018279425324
7,1779390389.7995563,605.799265154,3500,,,,,,,0.0002571716238090099,1.1640616655349731,1,1,87989.01895237669,3.6308188438415527,50579.01473778179,24578.98918049429,0.011531707252784908,4.171137809753418,4.470392858982086,87.3910486288441,3500,4.470392858982086,87.3910486288441
8,1779390471.4834013,687.483183884,4000,,,,,,,0.00024288197007518844,1.2677809000015259,1,1,87859.51561107124,3.6308188438415527,50577.400784242214,24579.77350997687,0.013179094003182752,4.0992326736450195,4.470392858982086,87.3910486288441,3500,4.50384361743927,90.36378849827173
9,1779390554.6514006,770.651066161,4500,,,,,,,0.00022714152259721256,1.2941352128982544,1,1,88132.55434095635,3.6308188438415527,50459.33343379858,24637.286531559585,0.014826480753580595,4.081226348876953,4.434904003143311,84.34402773810302,4500,4.434904003143311,84.34402773810302
10,1779390639.5980601,855.597644934,5000,,,,,,,0.00021024349612952672,1.3425302505493164,1,1,87701.62698354616,3.6308188438415527,50567.644969635825,24584.51558791177,0.01647386750397844,3.8682117462158203,4.296638751029969,73.45248620779739,5000,4.296638751029969,73.45248620779739
11,1779390722.891908,938.891644378,5500,,,,,,,0.0001925026689329299,1.3374437093734741,1,1,88436.01339885607,3.6308188438415527,50568.76441079729,24583.97136028421,0.018121254254376284,3.6371922492980957,4.189214694499969,65.9709632524969,5500,4.189214694499969,65.9709632524969
12,1779390806.1194913,1022.119226163,6000,,,,,,,0.0001742495190511606,1.464877724647522,1,1,87444.1439609584,3.6308188438415527,50566.288418180426,24585.175121396314,0.019768641004774126,3.8213534355163574,4.151447284221649,63.52587379336414,6000,4.151447284221649,63.52587379336414
13,1779390887.8154004,1103.815146222,6500,,,,,,,0.0001558240681302303,1.4435957670211792,1,1,88171.97649811138,3.6308188438415527,50565.403151008126,24585.605543129433,0.02141602775517197,3.7691986560821533,4.151447284221649,63.52587379336414,6000,4.1910305380821224,66.09086503121921
14,1779390969.4539213,1185.453646288,7000,,,,,,,0.00013756954745850397,1.4364901781082153,1,1,87874.60967417492,3.6308188438415527,50493.46634867971,24620.63205198243,0.023063414505569816,3.454606771469116,4.151447284221649,63.52587379336414,6000,4.2055660605430605,67.05854612176428
15,1779391052.703815,1268.703508976,7500,,,,,,,0.00011982600421721645,1.5114951133728027,1,1,87928.80463280357,3.6308188438415527,50495.80109549014,24619.49368124849,0.024710801255967658,3.492258310317993,4.151447284221649,63.52587379336414,6000,4.189121806621552,65.96483563427836
16,1779391134.3439424,1350.343703984,8000,,,,,,,0.00010292396704487966,1.4670369625091553,1,1,87674.40329183698,3.6308188438415527,50437.408983603804,24647.99602224082,0.026358188006365503,3.1373484134674072,4.151447284221649,63.52587379336414,6000,4.160094285011292,64.07756386896453
17,1779391216.2138503,1432.213571393,8500,,,,,,,8.717828891413191e-05,1.5366088151931763,1,1,88192.31796556289,3.6308188438415527,50393.89751272811,24669.27777685794,0.028005574756763345,3.2094039916992188,4.151447284221649,63.52587379336414,6000,4.165620422363281,64.43264549938688
18,1779391299.3819828,1515.381587033,9000,,,,,,,7.288228201658188e-05,1.545721411705017,1,1,87704.870662858,3.6308188438415527,50344.35207548189,24693.555577715724,0.02965296150716119,3.561462163925171,4.1444162130355835,63.08078541023179,9000,4.1444162130355835,63.08078541023179
19,1779391382.55567,1598.555305445,9500,,,,,,,6.030225391164706e-05,1.496180534362793,1,1,87912.78788535774,3.6308188438415527,50352.10515574551,24689.753331160275,0.031300348257559035,3.31980037689209,4.138351935148239,62.69940356967389,9500,4.138351935148239,62.69940356967389
20,1779391465.7600014,1681.759591973,10000,,,,,,,4.967254672059517e-05,1.5563045740127563,1,1,87516.8419956499,3.6308188438415527,50408.83863281939,24661.96583213106,0.03294773500795688,3.2937469482421875,4.138351935148239,62.69940356967389,9500,4.149902975559234,63.42784594828487
21,1779391547.492298,1763.492064021,10500,,,,,,,4.11911717762171e-05,1.589784860610962,1,1,87871.92871869795,3.6308188438415527,50370.96593209487,24680.508562729035,0.03459512175835472,3.149305582046509,4.138351935148239,62.69940356967389,9500,4.166497850418091,64.48920532015175
22,1779391629.2073748,1845.207088486,11000,,,,,,,3.501612104634899e-05,1.5874420404434204,1,1,87862.67895237528,3.6308188438415527,50336.188652879384,24697.560329269905,0.03624250850875257,3.2772369384765625,4.138351935148239,62.69940356967389,9500,4.145032680034637,63.11968462151969
23,1779391710.8598824,1926.859756215,11500,,,,,,,3.126242404244361e-05,1.5811126232147217,1,1,87989.99957256408,3.6308188438415527,50302.48776521442,24714.106821167887,0.03788989525915041,3.183858633041382,4.138351935148239,62.69940356967389,9500,4.151312977075577,63.51734238748042
24,1779391792.5472817,2008.547030449,12000,,,,,,,3.0000005037416198e-05,1.5602747201919556,1,1,87971.7232518208,3.6308188438415527,50272.74289636185,24728.729414323778,0.03953728200954825,3.112624168395996,4.138351935148239,62.69940356967389,9500,4.159433060884476,64.03520824257104
25,1779391847.1810951,2063.180684306,,4.573302376270294,5.196712470054626,4.159406131505966,96.86346176999437,180.67728246101942,64.03348383742899,,,,,,,,,,,,,,,
