_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779427416.6176577,24.740079821,1,,,,,,,6e-07,3.3838601112365723,1,1,64247.99091188121,3.9798531532287598,639607.3250212669,3886.506183958018,1.6477342007006166e-06,10.870014190673828,10.868567872047425,52499.969732063495,1,10.868567872047425,52499.969732063495
1,1779427531.9345357,140.056816374,500,,,,,,,0.0003,1.159999132156372,1,1,63726.920915840965,4.236458778381348,140822.17109735584,17652.31855629781,0.0008238671003503083,6.032955169677734,5.8540087819099424,348.6291611996871,500,5.8540087819099424,348.6291611996871
2,1779427647.3635151,255.485820572,1000,,,,,,,0.000298747619491258,1.559593915939331,1,1,63650.90147553842,4.236458778381348,140470.54564686585,17696.50578740714,0.0016477342007006166,5.165464401245117,5.1470294952392575,171.9200417602331,1000,5.1470294952392575,171.9200417602331
3,1779427762.9973693,371.119833296,1500,,,,,,,0.00029500377892902453,1.1489574909210205,1,1,63804.026006166394,4.236458778381348,140390.80327865505,17706.55745210018,0.002471601301050925,4.920685291290283,4.817904603481293,123.7056067161073,1500,4.817904603481293,123.7056067161073
4,1779427878.5972002,486.719726132,2000,,,,,,,0.0002888382139419393,1.3371236324310303,1,1,63720.035006258644,4.236458778381348,140389.53717499424,17706.717138766733,0.003295468401401233,4.590074062347412,4.550923597812653,94.71985097495862,2000,4.550923597812653,94.71985097495862
5,1779427996.0758162,604.198139707,2500,,,,,,,0.0002803657773400148,1.1117265224456787,1,1,63723.986053601984,4.236458778381348,140759.3425872345,17660.197741115633,0.004119335501751541,4.358321666717529,4.406388890743256,81.97291523933819,2500,4.406388890743256,81.97291523933819
6,1779428111.6399744,719.762503698,3000,,,,,,,0.0002697442945866792,1.287339448928833,1,1,63889.674155242064,4.236458778381348,140729.243800879,17663.974855981378,0.00494320260210185,4.256826877593994,4.3865429043769835,80.36211867354356,3000,4.3865429043769835,80.36211867354356
7,1779428227.1048043,835.227029894,3500,,,,,,,0.0002571716238090099,1.2432302236557007,1,1,63920.44203862704,4.236458778381348,140664.2478383691,17672.136752590915,0.005767069702452158,4.246994495391846,4.332381820678711,76.12538783111637,3500,4.332381820678711,76.12538783111637
8,1779428342.6440399,950.76638624,4000,,,,,,,0.00024288197007518844,1.1704884767532349,1,1,63738.778090509266,4.236458778381348,140591.33126327742,17681.30226567748,0.006590936802802466,3.7492239475250244,4.2017507314682,66.80318315766971,4000,4.2017507314682,66.80318315766971
9,1779428458.1138568,1066.236273098,4500,,,,,,,0.00022714152259721256,1.5192159414291382,1,1,63825.586475860655,4.236458778381348,140554.46413223393,17685.94003290652,0.007414803903152775,3.740985870361328,4.146820199489594,63.23261318670567,4500,4.146820199489594,63.23261318670567
